changeDate,recordId,slug,field,before,after,reason,changedBy
2026-05-21,CFP-0036,north-station-draw-one-project,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0036,north-station-draw-one-project,potentialOpportunities,,"Primary owner-side award appears made; suppliers/subcontractors should target appointed contractor, EPC/EPCM or alliance delivery team. Relevant supplier categories should be reviewed against the article and source package.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0036,north-station-draw-one-project,opportunityCategories,,Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0037,ol32-skavsta-rail-contract,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0037,ol32-skavsta-rail-contract,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0037,ol32-skavsta-rail-contract,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0037,ol32-skavsta-rail-contract,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include civil works, structures, systems, rail/road packages, utilities, design, project controls and commercial support.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0037,ol32-skavsta-rail-contract,opportunityCategories,,Electrical Works; Grid Connection; O&M; Civil Works; Rail Systems; Utilities Relocation; Structures; Design / Engineering; Roadworks; Earthworks; Financing / Investment; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0038,north-west-transmission-developments,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0038,north-west-transmission-developments,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0038,north-west-transmission-developments,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0038,north-west-transmission-developments,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0038,north-west-transmission-developments,opportunityCategories,,Electrical Works; Grid Connection; Transmission; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0039,jinbi-solar-project,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0039,jinbi-solar-project,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0039,jinbi-solar-project,mapReady,Needs review,false,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0039,jinbi-solar-project,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0039,jinbi-solar-project,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0040,el-patrimonio-solar-project,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0040,el-patrimonio-solar-project,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0040,el-patrimonio-solar-project,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0040,el-patrimonio-solar-project,potentialOpportunities,,"Major packages likely committed; opportunity may sit in subcontracting, change management, commissioning, claims support or O&M preparation. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0040,el-patrimonio-solar-project,opportunityCategories,,Electrical Works; Grid Connection; O&M; Claims / Dispute Support; Legal / Contract Advisory; Commercial Management; Design / Engineering; Project Controls,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0041,sh-99-grand-parkway-segment-b-1-project,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0041,sh-99-grand-parkway-segment-b-1-project,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0041,sh-99-grand-parkway-segment-b-1-project,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0041,sh-99-grand-parkway-segment-b-1-project,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include civil works, structures, systems, rail/road packages, utilities, design, project controls and commercial support.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0041,sh-99-grand-parkway-segment-b-1-project,opportunityCategories,,Electrical Works; Grid Connection; O&M; Civil Works; Rail Systems; Utilities Relocation; Structures; Design / Engineering; Roadworks; Earthworks; Financing / Investment; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0042,beacon-point-ai-data-center-campus,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0042,beacon-point-ai-data-center-campus,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0042,beacon-point-ai-data-center-campus,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0042,beacon-point-ai-data-center-campus,potentialOpportunities,,"Primary owner-side award appears made; suppliers/subcontractors should target appointed contractor, EPC/EPCM or alliance delivery team. Relevant categories may include power, cooling, civil works, grid interconnection, design, project controls and commissioning.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0042,beacon-point-ai-data-center-campus,opportunityCategories,,Electrical Works; Grid Connection; O&M; Mechanical Works; Technology / Software; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0043,hs2-depot-and-control-centre,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0043,hs2-depot-and-control-centre,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0043,hs2-depot-and-control-centre,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0043,hs2-depot-and-control-centre,potentialOpportunities,,"Primary owner-side award appears made; suppliers/subcontractors should target appointed contractor, EPC/EPCM or alliance delivery team. Relevant categories may include civil works, structures, systems, rail/road packages, utilities, design, project controls and commercial support.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0043,hs2-depot-and-control-centre,opportunityCategories,,Civil Works; Rail Systems; Utilities Relocation; Structures; Design / Engineering; Roadworks; Earthworks; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0044,commonwealth-lng,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0044,commonwealth-lng,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0044,commonwealth-lng,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0044,commonwealth-lng,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0044,commonwealth-lng,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0045,eagle-springs-and-lupinus-solar-storage-projects,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0045,eagle-springs-and-lupinus-solar-storage-projects,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0045,eagle-springs-and-lupinus-solar-storage-projects,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0045,eagle-springs-and-lupinus-solar-storage-projects,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0045,eagle-springs-and-lupinus-solar-storage-projects,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0046,zeevonk-offshore-wind-project,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0046,zeevonk-offshore-wind-project,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0046,zeevonk-offshore-wind-project,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0046,zeevonk-offshore-wind-project,potentialOpportunities,,"Primary owner-side award appears made; suppliers/subcontractors should target appointed contractor, EPC/EPCM or alliance delivery team. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0046,zeevonk-offshore-wind-project,opportunityCategories,,Electrical Works; Grid Connection; O&M; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0047,850mw-renewable-ppa-portfolio,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0047,850mw-renewable-ppa-portfolio,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0047,850mw-renewable-ppa-portfolio,mapReady,Needs review,false,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0047,850mw-renewable-ppa-portfolio,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0047,850mw-renewable-ppa-portfolio,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0048,north-shore-wastewater-treatment-plant,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0048,north-shore-wastewater-treatment-plant,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0048,north-shore-wastewater-treatment-plant,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0048,north-shore-wastewater-treatment-plant,potentialOpportunities,,"Insufficient public information; review full article before BD action. Relevant categories may include civil works, structures, systems, rail/road packages, utilities, design, project controls and commercial support.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0048,north-shore-wastewater-treatment-plant,opportunityCategories,,Civil Works; Rail Systems; Utilities Relocation; Structures; Design / Engineering; Roadworks; Earthworks; Water / Wastewater; Mechanical Works; O&M; Claims / Dispute Support; Legal / Contract Advisory; Commercial Management; Project Controls,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0049,1-158mw-of-wind-projects-in-british-columbia,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0049,1-158mw-of-wind-projects-in-british-columbia,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0049,1-158mw-of-wind-projects-in-british-columbia,mapReady,Needs review,false,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0049,1-158mw-of-wind-projects-in-british-columbia,potentialOpportunities,,"Insufficient public information; review full article before BD action. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0049,1-158mw-of-wind-projects-in-british-columbia,opportunityCategories,,Electrical Works; Grid Connection; O&M; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0050,virginia-beach-resiliency-project,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0050,virginia-beach-resiliency-project,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0050,virginia-beach-resiliency-project,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0050,virginia-beach-resiliency-project,potentialOpportunities,,"Major packages likely committed; opportunity may sit in subcontracting, change management, commissioning, claims support or O&M preparation. Relevant supplier categories should be reviewed against the article and source package.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0050,virginia-beach-resiliency-project,opportunityCategories,,Claims / Dispute Support; Legal / Contract Advisory; Commercial Management; Design / Engineering; Project Controls,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,region,Latin America,Other,Mapped non-core region into approved taxonomy.,normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,preConstructionApproach,,Not Applicable,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,mapReady,Needs review,false,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,potentialOpportunities,,"Primary owner-side award appears made; suppliers/subcontractors should target appointed contractor, EPC/EPCM or alliance delivery team. Relevant categories may include process, civil, mechanical/electrical works, commissioning, O&M and PPP/concession advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0051,sanitation-ppp-for-85-municipalities,opportunityCategories,,Water / Wastewater; Mechanical Works; Design / Engineering; O&M; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0052,smoky-creek-and-guthries-gap-solar-battery-projects,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0052,smoky-creek-and-guthries-gap-solar-battery-projects,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0052,smoky-creek-and-guthries-gap-solar-battery-projects,mapReady,Yes,true,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0052,smoky-creek-and-guthries-gap-solar-battery-projects,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0052,smoky-creek-and-guthries-gap-solar-battery-projects,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
2026-05-21,CFP-0053,big-horn-i-wind-project-upgrade,preConstructionApproach,,Unknown,Added v0.1 pre-construction approach field.,normalize-project-records.ts
2026-05-21,CFP-0053,big-horn-i-wind-project-upgrade,confidenceLevel,Title-derived - requires article review,Needs Review,Mapped title-derived confidence into Needs Review.,normalize-project-records.ts
2026-05-21,CFP-0053,big-horn-i-wind-project-upgrade,mapReady,Needs review,false,Normalized yes/no map readiness to boolean text.,normalize-project-records.ts
2026-05-21,CFP-0053,big-horn-i-wind-project-upgrade,potentialOpportunities,,"Potentially active BD window; monitor tendering, package formation, financing close and contractor appointment. Relevant categories may include grid connection, electrical balance of plant, civil works, owner’s engineering, controls, O&M and commercial advisory.",Copied commercialOpportunity into preferred v0.1 field.,normalize-project-records.ts
2026-05-21,CFP-0053,big-horn-i-wind-project-upgrade,opportunityCategories,,Electrical Works; Grid Connection; O&M; Financing / Investment; Design / Engineering; Project Controls; Commercial Management,"Added controlled v0.1 opportunity categories from sector, stage and title-derived project type.",normalize-project-records.ts
